"Закон в США забороняє володіння наркотиками, не вживання.","Закон в США забороняє володіння наркотиками, закон в США забороняє не вживання наркотиків."
"Ми дуже хочемо подорожувати по Україні, але зараз не можемо.","Ми дуже хочемо подорожувати по Україні, але зараз не можемо подорожувати по Україні."
"Я приготував питання не тільки до Радослава, але й до Яни.","Я приготував питання не тільки до Радослава, але й я приготував питання до Яни."
"Демократи голосують за законопроєкт, а республиканці проти.","Демократи голосують за законопроєкт, а республиканці голосують проти законопроєкту."
"Я хотів кращу шапку, не цю.","Я хотів кращу шапку, я не хотів цю шапку."
"Григорій готує макарони, а Олена песто.","Григорій готує макарони, а Олена готує песто."
"Там я уперше спробував сало, а ти зрази.","Там я уперше спробував сало, а ти там уперше спробував зрази."
"Він добре готує суп з м'ясом, а вона без мяса.","Він добре готує суп з м'ясом, а вона добре готує суп без мяса."
"Вони купили надувний замок, але не ясно кому.","Вони купили надувний замок, але не ясно кому вони купили надувний замок."
"Я сьогодні розмовляю голосніше, ніж Іван учора.","Я сьогодні розмовляю голосніше, ніж Іван розмовляв учора."
"Учора тут падав дощ, а не сніг.","Учора тут падав дощ, а учора тут падав не сніг."
"Я збираюся купити машину, а ти продати.","Я збираюся купити машину, а ти збираєшся продати машину."
"Кордон Фінландії з Росією довгий, з Норвегією короткий, а з Швецією - десь посередині.","Кордон Фінландії з Росією довгий, кордон Фінландії з Норвегією короткий, а кордон Фінландії з Швецією - десь посередині."
"Там я уперше спробував сало, а ти зрази.","Там я уперше спробував сало, а ти там уперше спробувала зрази."
"Я їм більше фруктів, ніж Михайло.","Я їм більше фруктів, ніж Михайло їсть фрукти."
"У 1950-ому році у Детройті мешкало понад 1,8 мільйона осіб, а вже у 2000-ому році менше мільйона.","У 1950-ому році у Детройті мешкало понад 1,8 мільйона осіб, а вже у 2000-ому році у Детройті мешкало менше мільйона."
"Ми поїдемо до парку машиною, а вони велосипедом.","Ми поїдемо до парку машиною, а вони поїдуть велосипедом."
"Журавлі літають швидше, ніж голуби.","Журавлі літають швидше, ніж голуби літають."
"Я поставив йому три питання, і ти теж.","Я поставив йому три питання, і ти теж поставила йому три питання."
"Він відремонтував моє авто, але я не розумію як.","Він відремонтував моє авто, але я не розумію як він відремонтував моє авто."
"Завтра я принесу лід, а ти пиво.","Завтра я принесу лід, а ти принесеш пиво."
"Я поставив йому три питання, а їй тільки два.","Я поставив йому три питання, а я поставив їй тільки два питання."
"На Різдво моя сестра готує вареники з картоплею, а я з м'ясом.","На Різдво моя сестра готує вареники з картоплею, а на Різдво я готую вареники з м'ясом."
"Я не можу бачити без окуларів, а моя дівчина може.","Я не можу бачити без окуларів, а моя дівчина може бачити без окуларів."
Тоді яке?!,Тоді яке морозиво хочеш?!
"В Україні зараз борються з ворогами, а зараз в Америці одне з одним.","В Україні зараз борються з ворогами, а зараз в Америці борються одне з одним."
"Я розбив чашку, а сестра тарілку.","Я розбив чашку, а сестра розбила тарілку."
Вона вважає його доброю людиною і він ії.,Вона вважає його доброю людиною і він вважає ії доброю людиною.
"Я розмовляю голосніше англійскою, ніж українською.","Я розмовляю голосніше англійскою, ніж я розмовляю українською."
"Мені треба прибрати кімнату для гостей сьогодні, а тобі завтра.","Мені треба прибрати кімнату для гостей сьогодні, а тобі треба прибрати кімнату для гостей завтра."
"Це речення вважається в англійській мові неправильним, але в українській правильним.","Це речення вважається в англійській мові неправильним, але це речення вважається в українській мові правильним."
"Григорій мешкає у Львові, а Дмитро у Києві.","Григорій мешкає у Львові, а Дмитро мешкає у Києві."
"Ми прийшли сюди тому, що ми хотіли.","Ми прийшли сюди тому, що ми хотіли прийти сюди."
"Ми хочемо піти на екскурсію до музею, а ви до театру.","Ми хочемо піти на екскурсію до музею, а ви хочете піти на екскурсію до театру."
"Мені подобаються майже всі страви з цього індійського ресторану, і моїй дівчині теж.","Мені подобаються майже всі страви з цього індійського ресторану, і моїй дівчині теж подобаються майже всі страви з цього індійського ресторану."
"Я зробив одну канапку уранці, й потім ще одну увечері.","Я зробив одну канапку уранці, й потім ще одну канапку зробив я увечері."
"Вона встала й вийшла, але ії чоловік не знав чому.","Вона встала й вийшла, але ії чоловік не знав чому вона встала й вийшла."
"Вони прийшли до мене не у середу, а у четверг.","Вони прийшли до мене не у середу, а вони прийшли до мене у четверг."
"Він завжди замовляє холодні страви, а вона гарячі.","Він завжди замовляє холодні страви, а вона завжди замовляє гарячі страви."
"Коти бавляться малими іграшками, а пси великими.","Коти бавляться малими іграшками, а пси бавляться великими іграшками."
"Я приправлю суп паприкою, а ти чорним перцем.","Я приправлю суп паприкою, а ти приправиш чорним перцем."
"Я добре розумію математику, але не біологію.","Я добре розумію математику, але я не добре розумію біологію."
"Моя дружина завжди приймає душ вранці, а я ввечері.","Моя дружина завжди приймає душ вранці, а я завжди приймаю душ ввечері."
"У понеділок ми читали першу частину роману, а у вівторок другу.","У понеділок ми читали першу частину роману, а у вівторок ми читали другу частину роману."
"Я не готую так добре, як ти.","Я не готую так добре, як ти готуєш."
"По понеділкам я ходжу з лекції до магазину вранці, а по п'ятницям ввечері.","По понеділкам я ходжу з лекції до магазину вранці, а по п'ятницям я ходжу з лекції до магазину ввечері."
"Батько не їсть зелену цібулю, тільки червону.","Батько не їсть зелену цібулю, батько їсть тільки червону цібулю."
"У зоопарку я люблю дивитися на слонів, і мої сестри теж.","У зоопарку я люблю дивитися на слонів, і мої сестри теж люблять дивитися на слонів."
"Ці квитки на концерт було куплено для нас, а не для вас.","Ці квитки на концерт було куплено для нас, а ці квитки на концерт не було куплено для вас."
"Ніколи не хочу користуватися духовкою, тому що важко.","Ніколи не хочу користуватися духовкою, тому що користуватися духовкою важко."
"Сорочка мені трошки завелика, а штани замалі.","Сорочка мені трошки завелика, а штани мені трошки замалі."
"Він сумнівається, що колись виграє у лото, але все одно сподівається.","Він сумнівається, що колись виграє у лото, але все одно сподівається колись виграти у лото."
"Там я уперше спробував сало, й ти теж.","Там я уперше спробував сало, й ти там уперше спробував сало теж."
"Перша людина з Радянського Союза полетіла у космос 12 квітня, 1961, а перша з США 5 травня 1961.","Перша людина з Радянського Союза полетіла у космос 12 квітня, 1961, а перша людина з США полетіла у космос 5 травня 1961."
"Данило та Павло використовують у спортзалі великі гантелі, а Іван малі.","Данило та Павло використовують у спортзалі великі гантелі, а Іван використовує у спортзалі малі гантелі."
"Я не вмію танцювати танґо, але хочу навчитися.","Я не вмію танцювати танґо, але я хочу навчитися танцювати танґо."
"Максимові подобається шоколад, а Галині цукерки.","Максимові подобається шоколад, а Галині подобаються цукерки."
"Я не хотів, але учора ми ходили в кіно.","Я не хотів ходити в кіно, але учора ми ходили в кіно."
"Я волію слухати його старі пісні, а не нові.","Я волію слухати його старі пісні, а я не волію слухати його нові пісні."
"Краще втратити цілий день, ніж цілий тиждень.","Краще втратити цілий день, ніж втратити цілий тиждень."
"Моя мати працює не тільки вдень, а і ввечері.","Моя мати працює не тільки вдень, а і працює ввечері."
"Віра й Олена читають газету, а Борис книгу.","Віра й Олена читають газету, а Борис читає книгу."
"В англійській мові неможливо зробити складний іменник з 20-и слів, а в німецкій можливо.","В англійській мові неможливо зробити складний іменник з 20-и слів, а в німецкій мові можливо зробити складний іменник з 20-и слів."
"Моя дочка хоче стати не просто простою бізнесменкою, а найбагатшою у світі.","Моя дочка хоче стати не просто простою бізнесменкою, а моя дочка хоче стати найбагатшою бізнесменкою у світі."
"Вони зараз розмовляють українською мовою, не російською.","Вони зараз розмовляють українською мовою, вони зараз не розмовляють російською."
"Іра не така модна, як Юля.","Іра не така модна, як Юля модна."
Мої батьки мешкають у Чернігові і сестра теж.,Мої батьки мешкають у Чернігові і сестра теж мешкає у Чернігові.
"Я більше п'ю віскі, ніж він горілку.","Я більше п'ю віскі, ніж він п'є горілку."
"Ми вчимося мовам, а наші друзі бізнесу.","Ми вчимося мовам, а наші друзі вчаться бізнесу."
"Я хотів чай з Китаю, не з Індії.","Я хотів чай з Китаю, я не хотів чай з Індії."
"Його вбили, але не знаю чому.","Його вбили, але не знаю чому його вбили."
"Я поставив йому три питання, і тобі теж.","Я поставив йому три питання, і я поставив тобі три питання теж."
Кожен рік він випадково розбиває чашку і його мати теж.,Кожен рік він випадково розбиває чашку і його мати теж кожен рік випадково розбиває чашку.
"Мені учора щось снилося, але не памятаю що.","Мені учора щось снилося, але не памятаю що мені снилося."
"Лідія переїде в Харків, а ії сестра в Одесу.","Лідія переїде в Харків, а ії сестра переїде в Одесу."
"Ми дуже хочемо подорожувати Україною, але зараз не можемо.","Ми дуже хочемо подорожувати Україною, але зараз не можемо подорожувати Україною."
"Жуков вів свою армію на Берлін з півночі, а Конєв з півдня.","Жуков вів свою армію на Берлін з півночі, а Конєв вів свою армію на Берлін з півдня."
"У минулому році ми вирощували тільки картоплю, але у цьому році і картоплю, і огірки.","У минулому році ми вирощували тільки картоплю, але у цьому році вирощуємо і картоплю, і огірки."
"Офіцери носять кашкети, а солдати прості пілотки.","Офіцери носять кашкети, а солдати носять прості пілотки."
"Я поставив йому три питання, і ти теж.","Я поставив йому три питання, і ти теж поставив йому три питання."
"Я в'їхав велосипедом у машину не два рази, а три.","Я в'їхав велосипедом у машину не два рази, а я в'їхав велосипедом у машину три рази."
"Чи не можеш відповісти, чи просто просто не хочеш?","Чи не можеш відповісти, чи просто просто не хочеш відповісти?"
"Я волію їсти зрази з яловичини, а ти з свинини.","Я волію їсти зрази з яловичини, а ти волієш їсти зрази з свинини."
"Вона знає більше про свою країну, ніж він.","Вона знає більше про свою країну, ніж він знає про свою країну."
"Іван посміхається, і Михайло знає чому?","Іван посміхається, і Михайло знає чому Іван посміхається?"
"Іван щодня грає у футбол, а я в теніс.","Іван щодня грає у футбол, а я щодня граю в теніс."
"Він сумнівається, що колись виграє у лото, але все одно сподівається.","Він сумнівається, що колись виграє у лото, але все одно сподівається, що колись виграє у лото."
"Павло грає на скрипці, Данило на віолончелі а Петро роялі.","Павло грає на скрипці, Данило грає на віолончелі а Петро грає роялі."
"Я спочатку приправлю суп паприкою, а потім чорним перцем.","Я спочатку приправлю суп паприкою, а потім я приправлю суп чорним перцем."
"Він має уродини у червні, а вона у жовтні.","Він має уродини у червні, а вона має уродини у жовтні."
"Я зробив канапку учора вранці, й потім ще раз ввечері.","Я зробив канапку учора вранці, й потім ще раз я зробив канапку ввечері."
"Я не вмію готувати так добре, як ти.","Я не вмію готувати так добре, як ти вмієш готувати."
"Вона мене не любить, а я ії.","Вона мене не любить, а я ії не люблю."
"Я люблю пиво, а ти вино.","Я люблю пиво, а ти любиш вино."
"Щодня вранці батько їсть пластівці, а ввечері стейк.","Щодня вранці батько їсть пластівці, а щодня ввечері батько їсть стейк."
"Мені подобається ця пісня, але не знаю чому.","Мені подобається ця пісня, але не знаю чому мені подобається ця пісня."
"Вони сміються, але не знаємо над ким.","Вони сміються, але не знаємо над ким вони сміються."
"США офіційно проголосили незалежність від Велико-Британії у 1783 році, а Україна від Радянського Союза у 1991 році.","США офіційно проголосили незалежність від Велико-Британії у 1783 році, а Україна офіційно проголосила від Радянського Союза у 1991 році."
Багато?,Багато п'ють німци пиво?
"До піци я завжди додаю цібулю, а моя дівчина перець.","До піци я завжди додаю цібулю, а моя дівчина завжди додає перець."
"Чоловік описує якесь місто, але нам неясно, яке.","Чоловік описує якесь місто, але нам неясно, яке місто чоловік описує."
"Я розмовляю голосніше, ніж Іван.","Я розмовляю голосніше, ніж Іван розмовляє."
