sentence,label
"Мій брат думає, що краще полювати з луком, ніж з гвинтівкою.",0
"Коти бавляться малими іграшками, а пси великими.",1
"Вони можуть бігати швидше, ніж я.",1
"Мені треба прибрати кімнату для гостей сьогодні, а тобі завтра.",1
"Ми поїдемо до парку машиною, а вони поїдуть велосипедом.",0
"Вона вмерла у 1975, а ії чоловік на рік пізніше у 1976.",1
"Я хотів чай з Китаю, не з Індії.",1
"Іван щодня грає у футбол, і я теж щодня граю у футбол.",0
"Іра не така модна, як Юля модна.",0
"Чи не можеш відповісти, чи просто просто не хочеш?",1
"Жуков вів свою армію на Берлін з півночі, а Конєв вів свою армію на Берлін з півдня.",0
Мої батьки мешкають у Чернігові і сестра теж.,1
"Перша людина з Радянського Союза полетіла у космос 12 квітня, 1961, а перша людина з США полетіла у космос 5 травня 1961.",0
Я ненавиджу Марка і ти теж ненавиджиш Марка.,0
Батькові вони купили цю машину.,1
"Григорій мешкає у Львові, а Дмитро у Києві.",1
"Віра й Олена читають газету, а Борис книгу.",1
"На Різдво моя сестра готує вареники з картоплею, а на Різдво я готую вареники з м'ясом.",0
"Хочу поїхати за кордон, але не знаю куди.",1
"Лідія переїде в Харків, а ії сестра в Одесу.",1
"Вони запрошували мене піти на озеро, але я не мав часу.",1
"Він завжди замовляє холодні страви, а вона завжди замовляє гарячі страви.",0
"У зоопарку моя мати завжди любить дивитися на тюленів, а мій батько завжди любить дивитися на пінгвінів.",0
"Ми дуже хочемо подорожувати Україною, але зараз не можемо.",0
"Там я уперше спробував сало, а ти зрази.",1
"Я зробив одну канапку уранці, й потім ще одну канапку зробив я увечері.",0
"Я більше п'ю віскі, ніж він горілку.",1
"Я розмовляю голосніше, ніж Іван.",1
"Батько не їсть зелену цібулю, батько їсть тільки червону цібулю.",0
"Моя мати хоче новий комп'ютер, але моя мати ще не знає, який моя мати хоче комп'ютер.",0
"Вона знає більше про свою країну, ніж він.",1
"В англійській мові неможливо зробити складний іменник з 20-и слів, а в німецкій можливо.",0
"У дитинстві я грав у баскетбол, а у дитинстві мій приятель грав у бейсбол.",0
"Мені треба прибрати кімнату для гостей сьогодні, а тобі треба прибрати кімнату для гостей завтра.",0
"Розмоляю українською, але не дуже добре розмоляю українською.",0
"Сорочка мені трошки завелика, а штани замалі.",1
"Максимові подобається чай, а Галині подобається кава.",0
"Вона вбила його, але чим не знаємо.",1
"Як тільки він поверне мою книгу сьогодні, то мені байдуже о котрій годині він поверне мою книгу.",0
"Я приправлю суп паприкою, а ти чорним перцем.",1
"Коти бавляться малими іграшками, а пси бавляться великими іграшками.",0
"Я спочатку приправлю суп паприкою, а потім я приправлю суп чорним перцем.",0
"Моя дочка хоче стати не просто простою бізнесменкою, а найбагатшою у світі.",0
"Його вбили, але не знаю чому його вбили.",1
"Батько не їсть зелену цібулю, тільки червону.",1
"Я вмію керувати човном, але не літаком.",1
"Щодня вранці батько їсть пластівці, а щодня ввечері батько їсть стейк.",0
"Я не хотів ходити в кіно, але учора ми ходили в кіно.",0
"В Америці ми прикрашаемо ялку на Різдво, а в Россії прикрашають ялку на Новий рік.",0
"Сьогодні підемо в бар, але мені ще не сказали коли.",0
"Я волію слухати його старі пісні, а не нові.",0
"Я волію їсти зрази з яловичини, а ти з свинини.",1
"Я поставив йому три питання, і ти теж.",1
"Незнайомий дав мені подарунок, але не знаю за що він дав мені подарунок.",1
"Там я уперше спробував сало, й ти там уперше спробував сало теж.",0
"Ці квитки на концерт було куплено для нас, а ці квитки на концерт не було куплено для вас.",0
"Він сумнівається, що колись виграє у лото, але все одно сподівається колись виграти у лото.",0
"Я їм більше фруктів, ніж овочів.",0
"Вона знає більше про свою країну, ніж він знає про ії країну.",1
"Там я уперше спробував сало, а ти там уперше спробував зрази.",1
"Я був на канікулах у Франції, сестра була на канікулах в Ірландії, а мої батьки були на канікулах у Швеції.",0
Мої батьки мешкають у Чернігові і сестра теж мешкає у Чернігові.,0
"Краще втратити цілий день, ніж втратити цілий тиждень.",0
"Він говорить з чужим акцентом, але ми не знаємо чому він говорить з чужим акцентом.",0
Я ненавиджу Марка і тебе теж ненавиджу.,1
"По понеділкам я ходжу з лекції до магазину вранці, а по п'ятницям я ходжу з лекції до магазину ввечері.",0
"Максимові подобається чай, а Галині кава.",1
"На цій плантації вирощують, збирають, і обробляють алое, а на цій плантації вирощують, збирають, і обробляють тютюн.",0
"Ми хочемо піти на екскурсію до музею, а ви до театру.",1
"В Україні зараз борються з ворогами, а зараз в Америці борються одне з одним.",1
"Я добре розумію математику, але не біологію.",1
"Я більше п'ю віскі, ніж він п'є горілку.",0
"Щодня вранці батько їсть пластівці, а ввечері стейк.",1
"Я розмовляю голосніше англійскою, ніж українською.",0
Я ненавиджу Марка і ти теж.,1
"Моя мати хоче новий комп'ютер, але ще не знає, який.",1
"Я підготую матеріали на понеділок, а ти на вівторок.",1
"Добрі студенти завжди роблять домашне завдання, а погані студенти ніколи не роблять домашне завдання.",0
"Він говорить з чужим акцентом, але ми не знаємо чому.",0
"Ми поїдемо до парку машиною, а вони велосипедом.",1
"Григорій готує макарони, а Олена готує песто.",0
"На 5-ому каналі прогноз погоди обіцяє трошки дощу, а на 8-ому каналі реальний ураган.",1
"Його вбили, але не знаю чому.",1
"Григорій готує макарони, а Олена песто.",1
"Він відремонтував моє авто, але я не розумію як.",1
"Щось купили на ринку, але ще не сказали що купили.",1
"Я підготую матеріали на понеділок, а ти підготуєш матеріали на вівторок.",0
"Вони можуть бігати швидше, ніж я можу бігати.",0
"На 5-ому каналі прогноз погоди обіцяє трошки дощу, а на 8-ому каналі прогноз погоди обіцяє реальний ураган.",0
"Демократи голосують за законопроєкт, а республиканці голосують проти законопроєкту.",0
"Завтра я принесу лід, а ти пиво.",1
"У 1950-ому році у Детройті мешкало понад 1,8 мільйона осіб, а вже у 2000-ому році у Детройті мешкало менше мільйона.",1
"Я добре розумію математику, але я не добре розумію біологію.",0
"Я про все шкодую, а батько ні про що не шкодує.",1
"Я сьогодні розмовляю голосніше, ніж я розмовляв учора.",0
"Сорочка мені трошки завелика, а штани мені трошки замалі.",1
"Я зробив канапку учора вранці, й потім ще раз я зробив канапку ввечері.",0
"Я сьогодні розмовляю голосніше, ніж учора.",0
"У 1950-ому році у Детройті мешкало понад 1,8 мільйона осіб, а вже у 2000-ому році менше мільйона.",1
"Він відремонтував моє авто, але я не розумію як він відремонтував моє авто.",0
"Я збираюся купити машину, а ти збираєшся продати машину.",0
"У дитинстві я їв багато морозива, але зараз я їм мало морозива.",0
"Вони прийшли до мене не у середу, а вони прийшли до мене у четверг.",0
"Лідія каже, що Іван видалив файли випадково, а Марія каже, що Іван видалив файли навмисно.",0
"США офіційно проголосили незалежність від Велико-Британії у 1783 році, а Україна від Радянського Союза у 1991 році.",1
"Іван грає у футбол щодня, а я граю у футбол раз на місяць.",0
"Я люблю пиво, а ти вино.",1
"Демократи голосують за законопроєкт, а республиканці проти.",1
"Я приготував питання не тільки до Радослава, але й я приготував питання до Яни.",0
"Щодня вранці батько їсть пластівці, і щодня ввечері батько їсть пластівці також.",0
"У минулому році ми вирощували тільки картоплю, але у цьому році вирощуємо і картоплю, і огірки.",0
"Моя мати працює не тільки вдень, а і працює ввечері.",0
"В Америці ми прикрашаемо ялку на Різдво, а в Россії на Новий рік.",1
"Федір часто знайомиться з новими людьми, а Олена знайомиться з новими людьми рідко.",0
Тоді яке?!,1
"Там я уперше спробував сало, й ти теж.",1
"Я не готую так добре, як ти.",1
"Закон в США забороняє володіння наркотиками, закон в США забороняє не вживання наркотиків.",0
"Хоч ми хотіли порушити закон, ми не наважилися.",0
Багато п'ють німци пиво?,1
"Іван щодня грає у футбол, а я щодня граю в теніс.",0
"Він добре готує суп з м'ясом, а вона без мяса.",1
"Кордон Фінландії з Росією довгий, кордон Фінландії з Норвегією короткий, а кордон Фінландії з Швецією - десь посередині.",1
"Я не хотів, але учора ми ходили в кіно.",0
"Він має уродини у червні, а вона у жовтні.",1
"Мені подобаються майже всі страви з цього індійського ресторану, і моїй дівчині теж.",1
"Я поставив йому три питання, і ти теж поставив йому три питання.",0
"Сьогодні підемо в бар, але мені ще не сказали коли підемо в бар.",0
"Хочу поїхати за кордон, але не знаю куди поїхати.",1
"Перший космонавт з Радянського Союза полетів у космос 12 квітня, 1961, а перший з США 5 травня 1961.",1
"Моя дочка хоче стати не просто простою бізнесменкою, а моя дочка хоче стати найбагатшою бізнесменкою у світі.",0
"На цій плантації вирощують, збирають, і обробляють алое, а на цій тютюн.",1
"Я не можу бачити без окуларів, а моя дівчина може бачити без окуларів.",0
"Федір часто знайомиться з новими людьми, а Олена рідко.",1
"Краще втратити цілий день, ніж цілий тиждень.",0
"Ці квитки на концерт було куплено для нас, а не для вас.",1
"Я збираюся купити машину, а ти продати.",1
"Подруга завжди рекомендує мені нову музику, але я ще слухаю стару.",0
"В англійській мові неможливо зробити складний іменник з 20-и слів, а в німецкій мові можливо зробити складний іменник з 20-и слів.",0
Вона вважає його доброю людиною і він вважає ії доброю людиною.,0
"Він завжди замовляє холодні страви, а вона гарячі.",1
"Данило та Павло використовують у спортзалі великі гантелі, а Іван малі.",1
"Я не вмію готувати так добре, як ти вмієш готувати.",0
"Вони ненавидять наш дім, але вони люблять свій дім.",0
"У понеділок ми читали першу частину роману, а у вівторок ми читали другу частину роману.",0
"Вони зараз розмовляють українською мовою, вони зараз не розмовляють російською.",1
"Він має уродини у червні, і вона теж має уродини у червні.",0
"Добрі студенти завжди роблять домашне завдання, а погані студенти ніколи.",1
"Закон в США забороняє володіння наркотиками, не вживання.",1
"Я зробив канапку учора вранці, й потім ще раз ввечері.",1
"Вона мене не любить, а я ії.",1
"Ми дуже хочемо подорожувати по Україні, але зараз не можемо.",0
"Я поставив йому три питання, а я поставив їй тільки два питання.",0
"Ми вчимося мовам, а наші друзі бізнесу.",1
"Я волію слухати його старі пісні, а я не волію слухати його нові пісні.",0
"Там я уперше спробував сало, й ти там уперше спробувала сало теж.",0
"Максимові подобається шоколад, а Галині подобаються цукерки.",0
"Вони запрошували мене піти на озеро, але я не мав часу піти на озеро.",0
"Я їм більше фруктів, ніж Михайло.",1
"Я розбив чашку, а сестра розбила тарілку.",0
"Вона вбила його, але чим вона вбила його не знаємо.",1
"Мої друзі поїдуть туда літаком, а я машиною.",1
"Перша людина з Радянського Союза полетіла у космос 12 квітня, 1961, а перша з США 5 травня 1961.",1
"Я приготував питання не тільки до Радослава, але й до Яни.",1
"Учора тут падав дощ, а учора тут падав не сніг.",0
"Вона знає більше про свою країну, ніж він знає про свою країну.",0
"Я його люблю, але не так сильно.",1
"Віра й Олена читають газету, а Борис читає книгу.",0
"Я в'їхав велосипедом у машину не два рази, а я в'їхав велосипедом у машину три рази.",0
"Я сьогодні розмовляю голосніше, ніж Іван учора.",1
"Чи не можеш відповісти, чи просто просто не хочеш відповісти?",1
"Моя дружина завжди приймає душ вранці, а я завжди приймаю душ ввечері.",0
"У зоопарку я люблю дивитися на слонів, і мої сестри теж.",1
"Я сьогодні розмовляю голосніше, ніж Іван розмовляв учора.",0
"Я про все шкодую, а батько ні про що.",1
Кожен рік він випадково розбиває чашку і його мати теж.,1
"Він добре розуміє математику, й біологію також.",1
"Журавлі літають швидше, ніж голуби літають.",0
"Вони купили надувний замок, але не ясно кому.",1
"У понеділок ми читали першу частину роману, а у вівторок другу.",1
"Щодня вранці батько їсть пластівці, і ввечері також.",1
"Моя дівчина завжди хоче ходити в кіно, а я николі не хочу.",1
"Він має уродини у червні, а вона має уродини у жовтні.",0
"Як тільки він поверне мою книгу сьогодні, то мені байдуже о котрій годині.",1
"Я хотів кращу шапку, я не хотів цю шапку.",1
"Ми прийшли сюди тому, що ми хотіли.",0
"Ніколи не хочу користуватися духовкою, тому що користуватися духовкою важко.",0
"Я не готую так добре, як ти готуєш.",0
Батькові.,1
"Ми прийшли сюди тому, що ми хотіли прийти сюди.",0
"Я їм більше фруктів, ніж Михайло їсть фрукти.",0
"Я розмовляю голосніше, ніж Іван розмовляє.",0
"Я в'їхав велосипедом у машину не два рази, а три.",1
"Ніколи не хочу користуватися духовкою, тому що важко.",0
"Лідія переїде в Харків, а ії сестра переїде в Одесу.",0
Тоді яке морозиво хочеш?!,1
"Мій брат думає, що краще полювати з луком, ніж полювати з гвинтівкою.",0
"Чоловік описує якесь місто, але нам неясно, яке місто чоловік описує.",1
Чому?,1
"Я люблю пиво, а ти любиш вино.",0
"До піци я завжди додаю цібулю, а моя дівчина перець.",1
"Мені подобається ця пісня, але не знаю чому мені подобається ця пісня.",0
"Хоч ми хотіли порушити закон, ми не наважилися порушити закон.",0
"У минулому році ми вирощували тільки картоплю, але у цьому році і картоплю, і огірки.",1
"У дитинстві я грав у баскетбол, а мій приятель у бейсбол.",1
"Лідія каже, що Іван видалив файли випадково, а Марія каже, що навмисно.",1
"Моя дружина завжди приймає душ вранці, а я ввечері.",1
"Я вмію керувати човном, але не вмію керувати літаком.",1
"Я волію їсти зрази з яловичини, а ти волієш їсти зрази з свинини.",0
"Учора тут падав дощ, а не сніг.",1
"Я спочатку приправлю суп паприкою, а потім чорним перцем.",0
"Він придумав мелодію песни, а вона текст.",1
"У зоопарку моя мати завжди любить дивитися на тюленів, а мій батько на пінгвінів.",1
"Він придумав мелодію песни, а вона придумав текст песни.",1
"Я не вмію танцювати, а мій брат не вміє плавати.",0
Я ненавиджу Марка і тебе теж.,1
"Я розбив чашку, а сестра тарілку.",1
"Я розмовляю голосніше англійскою, ніж я розмовляю українською.",0
"Ми дуже хочемо подорожувати по Україні, але зараз не можемо подорожувати по Україні.",0
"Іван щодня грає у футбол, і я теж.",1
"Вони купили надувний замок, але не ясно кому вони купили надувний замок.",1
"Вони зараз розмовляють українською мовою, не російською.",0
"Я не їм стільки, як він.",1
"Кордон Фінландії з Росією довгий, з Норвегією короткий, а з Швецією - десь посередині.",1
"Я приготував питання не тільки Радославу, але й я приготував питання Яні.",0
"Вони сміються, але не знаємо над ким.",1
"Мені учора щось снилося, але не памятаю що.",1
"Мені подобається ця пісня, але не знаю чому.",1
"Іван посміхається, і Михайло знає чому Іван посміхається?",1
Чому Іван стрибнув у криницю?,1
"США офіційно проголосили незалежність від Велико-Британії у 1783 році, а Україна офіційно проголосила від Радянського Союза у 1991 році.",1
"Я не вмію танцювати, а мій брат плавати.",1
"Іван пише книгу, а Микола музику.",1
"Чоловік описує якесь місто, але нам незрозуміло, яке місто чоловік описує.",1
"На Різдво моя сестра готує вареники з картоплею, а я з м'ясом.",1
"Чоловік описує якесь місто, але нам незрозуміло, яке.",1
"У дитинстві я їв багато морозива, але зараз мало.",1
"Я поставив йому три питання, і ти теж поставила йому три питання.",0
"Жуков вів свою армію на Берлін з півночі, а Конєв з півдня.",1
"Я поставив йому три питання, і я поставив тобі три питання теж.",0
Вона вважає його доброю людиною і він ії.,1
"До піци я завжди додаю цібулю, а моя дівчина завжди додає перець.",0
"Він має уродини у червні, і вона теж.",1
"Це речення вважається в англійській мові неправильним, але в українській правильним.",0
"Я не вмію танцювати танґо, але хочу навчитися.",0
"Я поставив йому три питання, і тобі теж.",1
"Іван грає у футбол щодня, а я раз на місяць.",1
"Чоловік описує якесь місто, але нам неясно, яке.",1
"Вони прийшли до мене не у середу, а у четверг.",1
"Я не можу бачити без окуларів, а моя дівчина може.",1
"Моя мати працює не тільки вдень, а і ввечері.",1
"Мені подобаються майже всі страви з цього індійського ресторану, а моїй дівчині тільки одна.",1
"Він добре готує суп з м'ясом, а вона добре готує суп без мяса.",0
"Щороку я перечитуваю ""Володара перснів"", а моя сестра ""Гобіта"".",1
"В Україні зараз борються з ворогами, а зараз в Америці одне з одним.",1
"Іра не така модна, як Юля.",1
"Іван щодня грає у футбол, а я в теніс.",1
"Він добре розуміє математику, й він добре розуміє біологію також.",0
